Index	"lymphoma, blood"	"renal cell carcinoma, kidney"	"hepatocellular carcinoma, liver"	"lung adenocarcinoma, lung"	"ovarian adenocarcinoma, ovary"	"pancreatic adenocarcinoma, pancreas"	"prostate adenocarcinoma, prostate gland"	"gastric adenocarcinoma, stomach"	"follicular thyroid carcinoma, thyroid gland"	"bladder transitional cell carcinoma, urinary bladder"	"endometrial adenocarcinoma, uterus"	variance
ENSG00000173011/TADA2B	0.192645078	0	0.415037499	-0.222392421	-0.485426827	-0.807354922	0	0	-0.169925001	-0.263034406	-0.415037499	0.113644738
ENSG00000185627/PSMD13	0.263034406	0.222392421	1.087462841	0.584962501	0.514573173	0.2410081	1	0.710493383	0.08246216	0.275634443	0.784271309	0.114618783
ENSG00000169217/CD2BP2	0.612976877	0.289506617	1	0.078002512	0	-0.125530882	0	0.415037499	-0.056583528	0.067114196	0.137503524	0.114873433
ENSG00000140990/NDUFB10	0.91753784	0.117039421	0.570315725	0.440572591	0.753360032	-0.090197809	0.408464845	0.030373649	0.36923381	-0.069262662	0.637429921	0.11489171
ENSG00000136270/TBRG4	1.137503524	0.321928095	0.847996907	1.137503524	0.378511623	0.485426827	0.485426827	1	0.263034406	0.906890596	1	0.115049416
ENSG00000078808/SDF4	-0.087462841	0.38332864	0.667424661	0.459431619	-0.087462841	-0.371968777	0.604071324	0.343954401	0.229481846	0.283792966	0.671377253	0.115292338
ENSG00000063978/RNF4	1.099535674	0.192645078	0.736965594	0.192645078	0.289506617	0.415037499	0.362570079	0.514573173	0	0.362570079	-0.137503524	0.115361855
ENSG00000169714/CNBP	0.825166198	-0.099535674	-0.097024454	-0.054447784	0.306661338	0.22650853	0.031535573	0.426625474	0.097297201	-0.26598169	-0.374927286	0.115738915
ENSG00000119669/IRF2BPL	-0.415037499	0	-0.263034406	0	0	0	0.180572246	0	0.160464672	0.078002512	-1	0.116177716
ENSG00000166986/MARS	0.362570079	0.192645078	1	0.700439718	0.584962501	-0.152003093	0.637429921	0.893084796	0.263034406	0.637429921	0.807354922	0.116219479
ENSG00000162889/MAPKAPK2	-0.282399731	0.229481846	1.064130337	0.192645078	0	0.304854582	0.08246216	0.5360529	0.299560282	0.176877762	0.443606651	0.116262541
ENSG00000225973/PIGBOS1	-0.321928095	0.192645078	0.584962501	0	0	0	0.263034406	0.736965594	-0.125530882	0.222392421	-0.362570079	0.116317971
ENSG00000185651/UBE2L3	1.209453366	0.231325546	0.925999419	0.106915204	0.612976877	0.678071905	0.561878888	0.428843299	0.115477217	0.263034406	0.4639471	0.11693054
ENSG00000147533/GOLGA7	0	-0.131244533	0.125530882	-0.152003093	0.678071905	0.807354922	0.440572591	0.459431619	-0.093109404	-0.08246216	0.144389909	0.117057684
ENSG00000186222/BLOC1S4	1.415037499	0.222392421	1	0.874469118	0.530514717	0.584962501	0.584962501	0.485426827	0.362570079	0.459431619	0.378511623	0.11777157
ENSG00000142186/SCYL1	0.392317423	0.440572591	0.502500341	0.612976877	-0.163498732	-0.540568381	0.5360529	0.247927513	0.111031312	0.211504105	0.430634354	0.1183224
ENSG00000204560/DHX16	0.540568381	0.169925001	0.736965594	0.137503524	-0.321928095	-0.321928095	0.362570079	0.321928095	-0.137503524	0.263034406	-0.115477217	0.118369751
ENSG00000123992/DNPEP	0.807354922	0.321928095	0.777607579	0	-0.093109404	0.192645078	0.906890596	0.206450877	0	0.321928095	0.362570079	0.119040569
ENSG00000179933/C14orf119	0.289506617	-0.125530882	0.807354922	0.502500341	1	1	0.321928095	0.415037499	0.299560282	0.347923303	0.222392421	0.119338221
ENSG00000134882/UBAC2	0.584962501	0.469485283	1.115477217	0.662965013	0.584962501	1	0.485426827	0.099535674	0.160464672	0.584962501	0	0.119822292
ENSG00000086504/MRPL28	0.371968777	0.125530882	1.169925001	0.415037499	0.652076697	0	0.440572591	0.222392421	0.436099115	0.893084796	0.788495895	0.120817006
ENSG00000170634/ACYP2	0.736965594	0	0	0	0	0	0	0	-0.584962501	0	-0.584962501	0.121043928
ENSG00000167110/GOLGA2	0.263034406	0.514573173	0.415037499	0.347923303	-0.502500341	-0.125530882	0.087462841	-0.115477217	-0.180572246	0.530514717	-0.263034406	0.121397913
ENSG00000075785/RAB7A	-0.613645255	0.101879614	0.618129365	-0.142957954	0.508464363	0.499571009	0.230612928	0.10496956	0.092258508	0.244622369	-0.103093493	0.122492184
ENSG00000226381/ENSG00000226381	0.152003093	0	0	0	0	1.152003093	0.152003093	0.152003093	0	-0.152003093	0	0.122680698
ENSG00000170619/COMMD5	0.807354922	0.485426827	1.222392421	0.584962501	1.378511623	0.415037499	0.485426827	0.584962501	0.362570079	0.584962501	1.115477217	0.123453914
ENSG00000151445/VIPAS39	0.222392421	0.485426827	0.736965594	0.485426827	-0.415037499	0.321928095	0	0.263034406	0.222392421	-0.222392421	-0.222392421	0.123677268
ENSG00000125834/STK35	0.584962501	1	1	0.485426827	0.415037499	0.584962501	0.584962501	0.362570079	0.321928095	1	-0.169925001	0.123768302
ENSG00000213246/SUPT4H1	-0.357552005	0.044394119	0.938599455	0.40053793	0.607682577	0.485426827	0.125530882	0.321928095	0.176877762	0.058893689	-0.047305715	0.124250981
ENSG00000182318/ZSCAN22	1	0.362570079	0.736965594	0	0	0.321928095	0	0	0	0	0	0.124516879
ENSG00000138303/ASCC1	1	0.321928095	0.584962501	0	0.263034406	0.415037499	0	0.415037499	0	0	-0.263034406	0.124770703
ENSG00000232388/SMIM26	1.087462841	-0.040641984	0.754887502	0.251538767	0.469485283	0	0.283792966	0.777607579	0.222392421	0.103093493	0.40053793	0.125464057
ENSG00000141582/CBX4	0.540568381	1	1.137503524	0.584962501	0.362570079	-0.192645078	0.530514717	0.540568381	0.777607579	0.893084796	0.584962501	0.126103859
ENSG00000175376/EIF1AD	1.459431619	0.807354922	1	0.584962501	0.362570079	0.321928095	0.263034406	0.415037499	0.415037499	0.584962501	0.514573173	0.126352349
ENSG00000106244/PDAP1	1.039528364	0.387023123	1.184424571	0.387023123	0.74723393	0.169925001	0.271302022	0.658963082	0.084888898	0.282399731	0.665580961	0.126677612
